claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
15730,37,M,0.0,63,36103,1,1,Own,85073,10/5/2015,Monday,Local,0,0.0,4,Phone,1,5393.897551,4.0,Compact,7749.202679000001,gray,22935.00809,0
19549,28,M,1.0,82,33311,0,1,Own,15020,1/29/2016,Friday,Local,0,0.0,60,Online,0,1624.326697,6.0,Compact,20144.54576,other,40746.58813,0
26003,43,F,1.0,87,37632,1,0,Rent,50054,2/8/2016,Monday,Local,0,0.0,13,Phone,0,6899.3750150000005,6.0,Compact,24945.4661,white,22732.23976,0
11322,29,M,1.0,89,33689,0,0,Rent,15014,7/22/2016,Friday,Highway,1,1.0,6,Online,1,4461.643578,11.0,Medium,28194.85636,red,13767.4248,0
15626,31,M,0.0,86,34347,1,0,Own,20121,9/11/2016,Sunday,Local,0,0.0,83,Broker,0,2657.920761,6.0,Large,29086.99355,red,22254.32271,0
15415,44,M,1.0,45,37842,0,0,Own,50025,12/9/2015,Wednesday,Highway,0,0.0,49,Phone,0,4963.0757380000005,5.0,Medium,21245.22433,black,11619.96919,0
18430,29,M,0.0,91,33673,0,1,Rent,50048,10/28/2016,Friday,Local,0,1.0,1,Online,1,2297.259356,4.0,Medium,13381.8139,blue,27743.83214,0
5191,57,M,1.0,44,40437,1,0,Own,15059,7/28/2015,Tuesday,Local,1,1.0,98,Phone,1,5810.125698,4.0,Large,5057.803325,gray,22252.26754,0
21578,52,F,1.0,91,39517,1,0,Rent,85010,2/2/2015,Monday,Highway,0,0.0,50,Phone,1,6770.306794,6.0,Medium,41037.92534,gray,16114.169419999998,0
7193,34,F,1.0,98,35251,1,0,Rent,80102,8/23/2016,Tuesday,Local,0,0.0,100,Broker,1,2084.780982,6.0,Medium,22768.456680000003,other,53646.72802,0
14576,61,F,0.0,34,41123,1,0,Own,20147,10/14/2015,Wednesday,Highway,0,0.0,23,Broker,0,5684.67526,6.0,Compact,28795.52744,white,21575.80847,0
27029,79,M,1.0,78,43696,1,0,Own,15032,7/16/2016,Saturday,Parking Lot,0,0.0,50,Broker,1,3610.451812,8.0,Compact,21974.50064,black,30745.5594,0
17020,35,M,0.0,75,35555,1,1,Rent,20129,1/31/2015,Saturday,Parking Lot,0,0.0,59,Phone,1,5980.66162,4.0,Compact,21634.99629,white,44305.62964,0
24171,65,M,1.0,61,41749,1,1,Own,85074,3/9/2016,Wednesday,Parking Lot,2,0.0,48,Broker,1,2322.457729,4.0,Compact,26384.09373,blue,24309.22042,0
6135,48,M,1.0,88,38717,1,1,Rent,85004,9/16/2016,Friday,Parking Lot,0,0.0,22,Broker,1,6086.649579,5.0,Medium,15454.11928,gray,8807.023174,0
19824,30,M,0.0,88,34008,0,1,Rent,20152,7/16/2016,Saturday,Local,1,0.0,58,Broker,1,3522.38612,6.0,Compact,40849.88627,blue,17098.2876,0
1997,47,F,1.0,77,38513,1,0,Own,20115,3/29/2016,Tuesday,Parking Lot,2,0.0,9,Broker,1,7631.510998000001,1.0,Compact,34126.132880000005,gray,13974.86827,0
25362,48,F,1.0,72,38717,1,0,Own,85076,6/10/2015,Wednesday,Parking Lot,0,0.0,92,Online,1,3663.530718,6.0,Large,21054.10652,gray,32043.65178,0
8392,66,F,1.0,54,41879,1,0,Rent,80005,9/5/2016,Monday,Local,1,1.0,0,Phone,1,3041.276261,4.0,Large,8988.800734,other,10230.23197,0
15070,39,M,1.0,64,36626,1,1,Own,85062,8/2/2016,Tuesday,Parking Lot,4,0.0,89,Phone,1,3953.972272,6.0,Medium,29080.72094,other,22295.197330000003,0
9754,37,M,0.0,79,36094,1,0,Own,80042,6/1/2016,Wednesday,Local,0,0.0,22,Online,1,5206.731851,7.0,Large,13225.39145,black,21889.71441,0
9547,54,M,0.0,60,39886,1,1,Own,50051,6/7/2016,Tuesday,Local,0,0.0,0,Broker,0,1503.35836,7.0,Compact,60215.68879,blue,47123.74919,0
23511,62,M,1.0,87,41280,1,0,Own,80001,2/4/2016,Thursday,Highway,0,0.0,90,Phone,1,9250.753173,3.0,Medium,26118.89513,red,26401.61697,0
27966,41,F,1.0,82,37143,1,1,Rent,20156,7/18/2015,Saturday,Local,0,1.0,92,Broker,0,8243.011664,3.0,Large,15880.90707,white,29607.36478,0
10305,61,F,1.0,93,41106,1,1,Rent,50041,6/4/2015,Thursday,Local,0,0.0,12,Online,1,8566.917822,8.0,Large,19487.74775,silver,21489.43211,0
26600,54,F,0.0,62,39880,0,0,Own,50005,12/20/2015,Sunday,Local,0,0.0,49,Phone,1,3802.954109,9.0,Compact,32441.42133,white,30838.44596,0
11444,45,M,1.0,85,38075,1,1,Rent,85038,6/1/2015,Monday,Highway,0,1.0,95,Phone,0,4588.1163990000005,6.0,Compact,11433.22891,black,8752.202302,0
5671,31,M,1.0,70,34334,1,1,Own,15059,11/13/2015,Friday,Parking Lot,0,0.0,49,Broker,1,2592.508717,2.0,Large,24206.28328,white,26411.77138,0
28434,39,M,1.0,89,36643,1,0,Rent,85038,10/21/2016,Friday,Highway,0,0.0,63,Broker,0,2988.129319,1.0,Large,22092.00759,red,19246.3984,0
29885,47,M,1.0,89,38491,0,1,Rent,50021,6/10/2016,Friday,Highway,0,0.0,12,Phone,0,6908.646493000001,4.0,Large,14194.49946,gray,20744.77406,0
10401,44,M,0.0,88,37840,0,0,Own,20101,10/24/2015,Saturday,Local,1,1.0,98,Broker,1,4877.949665,5.0,Large,39333.84844,gray,6477.619156000001,0
16961,52,M,0.0,80,39499,1,1,Rent,15053,4/6/2016,Wednesday,Parking Lot,0,0.0,83,Broker,1,2369.7039,7.0,Large,6660.330503,black,13463.26453,0
2152,32,F,1.0,84,34648,0,1,Rent,80005,8/19/2015,Wednesday,Parking Lot,0,1.0,73,Broker,0,5396.525414,3.0,Compact,50441.796760000005,blue,17431.417390000002,0
29574,33,M,0.0,44,34971,1,0,Rent,80108,3/25/2016,Friday,Local,0,1.0,22,Broker,1,2958.761654,3.0,Large,7330.658507999999,gray,11510.726,0
8453,40,F,0.0,98,36894,0,1,Rent,85015,1/28/2015,Wednesday,Local,4,1.0,27,Phone,1,4461.9929600000005,9.0,Compact,40669.09504,other,64962.041710000005,0
29441,52,F,1.0,72,39525,1,1,Rent,80027,5/5/2015,Tuesday,Local,2,0.0,100,Broker,1,2568.111341,4.0,Compact,18967.95327,black,10121.61111,0
3583,39,F,1.0,91,36630,1,1,Own,20137,4/29/2016,Friday,Local,0,0.0,25,Broker,1,4621.876603,5.0,Medium,29057.65851,other,22133.25956,0
26461,34,F,1.0,70,35251,1,0,Own,80047,4/15/2016,Friday,Parking Lot,0,0.0,94,Broker,1,6406.616141,7.0,Large,12098.75964,other,32475.40818,0
14221,66,F,0.0,78,41908,1,1,Own,85012,9/23/2016,Friday,Local,1,0.0,0,Broker,0,1866.54073,7.0,Large,27582.51293,red,11714.5664,0
22559,49,F,1.0,59,38914,1,1,Own,50008,6/23/2015,Tuesday,Parking Lot,0,1.0,79,Broker,1,1646.948518,6.0,Compact,16992.71795,black,18642.66147,0
14978,26,M,0.0,75,32564,0,0,Rent,20103,9/27/2016,Tuesday,Parking Lot,0,0.0,7,Online,0,6111.439501,6.0,Large,11357.0674,silver,11140.48939,0
11605,26,M,0.0,76,32605,1,1,Rent,80027,11/8/2015,Sunday,Highway,0,0.0,45,Phone,0,7401.780817,6.0,Large,38115.67961,red,36333.04617,0
17793,30,M,1.0,50,34009,1,0,Own,80007,2/7/2015,Saturday,Parking Lot,0,0.0,97,Phone,1,2121.358397,2.0,Medium,24192.68028,blue,37974.60202,0
21229,34,M,1.0,65,35262,0,0,Rent,50042,9/16/2016,Friday,Local,0,1.0,27,Broker,1,1735.086449,6.0,Large,31314.68929,other,16853.96439,0
25343,50,F,1.0,67,39127,1,0,Own,50007,8/13/2015,Thursday,Highway,0,0.0,94,Broker,1,2658.075343,4.0,Compact,33219.64963,white,19093.288630000003,0
9731,30,M,1.0,93,34025,1,1,Rent,50049,7/17/2016,Sunday,Parking Lot,0,0.0,58,Phone,1,6209.245913000001,7.0,Large,20322.89565,gray,69181.36942,0
7089,52,F,1.0,73,39514,0,1,Rent,85024,6/2/2016,Thursday,Local,1,1.0,10,Broker,1,4642.688567,4.0,Large,22473.60618,red,18930.62708,0
19761,45,F,0.0,49,38059,0,0,Rent,80031,8/4/2016,Thursday,Local,0,1.0,96,Broker,1,4040.70705,5.0,Compact,26047.24534,white,25572.54556,0
1653,39,F,1.0,68,36642,1,1,Own,50042,10/19/2015,Monday,Parking Lot,1,1.0,91,Broker,1,1966.530342,7.0,Compact,13398.5125,other,26351.19815,0
7778,45,M,0.0,51,38088,0,1,Rent,80011,5/11/2015,Monday,Highway,0,0.0,95,Online,1,6578.119072,5.0,Medium,27915.32955,red,27022.52832,0
20607,87,F,1.0,57,44642,0,1,Rent,80028,12/24/2015,Thursday,Parking Lot,0,0.0,42,Broker,0,8764.963947,7.0,Compact,21058.49287,silver,34064.44307,0
19086,62,F,0.0,52,41272,1,0,Rent,15031,10/6/2016,Thursday,Parking Lot,0,0.0,12,Broker,0,7245.895861,6.0,Large,29452.82369,red,28603.0583,0
9700,30,M,1.0,57,34001,1,1,Rent,15017,10/23/2016,Sunday,Highway,1,0.0,0,Broker,0,9927.84275,3.0,Medium,25084.1771,blue,17479.181969999998,0
3842,34,M,1.0,41,35260,0,1,Own,15056,9/8/2016,Thursday,Local,4,0.0,10,Broker,1,6608.120528,4.0,Medium,9299.201573,silver,16212.81421,0
7497,54,M,1.0,92,39875,1,1,Own,15010,7/29/2015,Wednesday,Local,1,1.0,49,Broker,1,1749.128955,5.0,Medium,21687.01489,black,34288.44727,0
3508,55,M,0.0,82,40062,0,0,Own,50043,12/25/2015,Friday,Highway,0,0.0,79,Phone,1,3498.705915,7.0,Medium,45836.404010000006,silver,22544.73453,0
5908,36,F,0.0,69,35823,1,1,Own,50021,11/4/2015,Wednesday,Parking Lot,0,0.0,99,Online,1,2442.782901,7.0,Large,30972.78639,red,28420.01071,0
287,43,M,1.0,71,37611,1,1,Rent,80012,12/7/2016,Wednesday,Local,1,0.0,50,Phone,1,6650.958686999999,5.0,Medium,18972.58388,gray,24648.50357,0
8569,41,M,1.0,87,37144,1,1,Own,50020,3/7/2015,Saturday,Local,0,0.0,52,Broker,1,6605.870786,3.0,Large,27270.35071,red,27650.950930000003,0
27407,46,M,1.0,87,38288,1,1,Rent,20130,2/8/2015,Sunday,Highway,0,1.0,96,Broker,0,3853.69723,8.0,Large,35175.88019,black,22413.78601,0
27969,44,M,0.0,82,37843,1,0,Own,85019,11/30/2015,Monday,Parking Lot,0,0.0,59,Phone,0,4616.735318,3.0,Compact,12289.82638,blue,18484.33107,0
17214,58,M,1.0,63,40599,1,1,Own,85075,9/18/2015,Friday,Parking Lot,2,0.0,9,Broker,1,3392.825965,8.0,Medium,12223.71984,white,20248.91592,0
5319,27,M,0.0,75,32936,1,1,Own,80012,5/24/2016,Tuesday,Parking Lot,2,0.0,27,Online,1,4969.927025999999,4.0,Medium,14768.97763,gray,29602.3308,0
13915,37,F,0.0,89,36121,1,1,Rent,50009,11/8/2015,Sunday,Parking Lot,1,0.0,34,Phone,0,5200.401742,1.0,Compact,29508.874710000004,black,29894.96733,0
28486,48,M,1.0,84,38698,1,1,Own,50001,7/27/2015,Monday,Local,0,0.0,15,Broker,0,5737.153021,2.0,Compact,23695.027980000003,white,28944.56951,0
23119,22,M,0.0,99,30905,0,0,Rent,20160,4/16/2015,Thursday,Parking Lot,1,0.0,81,Phone,1,6412.394579,8.0,Medium,20014.12746,gray,23734.0642,0
500,43,M,0.0,91,37614,1,1,Own,20134,12/21/2016,Wednesday,Local,0,1.0,62,Broker,1,5102.644577,2.0,Compact,22203.26908,red,16317.23961,0
17719,38,F,1.0,80,36364,1,0,Rent,85004,8/18/2015,Tuesday,Local,0,1.0,50,Broker,0,3421.80364,8.0,Large,59818.24989,silver,29950.86694,0
10815,22,M,1.0,72,30913,0,1,Rent,85033,5/3/2015,Sunday,Local,1,1.0,22,Broker,1,2196.842471,4.0,Compact,20149.06109,white,41941.12337,0
2947,31,M,1.0,85,34338,1,1,Own,85008,5/17/2015,Sunday,Highway,4,1.0,13,Phone,1,1686.2736,5.0,Medium,16563.9261,silver,31416.8141,0
4874,59,M,0.0,74,40773,0,1,Own,80006,5/13/2015,Wednesday,Highway,1,0.0,1,Broker,1,9415.019849,4.0,Compact,39967.27447,gray,15876.53091,0
3430,50,M,1.0,79,39128,1,0,Rent,80021,9/6/2016,Tuesday,Parking Lot,0,0.0,99,Broker,1,6609.936027000001,7.0,Medium,18807.34213,gray,16337.90351,0
14848,47,F,1.0,90,38491,1,1,Own,20116,7/9/2015,Thursday,Local,2,0.0,0,Broker,1,6088.27182,2.0,Large,18572.32994,gray,6142.345487,0
323,60,F,0.0,50,40940,1,1,Own,85041,2/23/2015,Monday,Parking Lot,0,0.0,98,Broker,1,8477.042806,7.0,Compact,37057.18632,gray,18636.53538,0
4259,58,M,1.0,70,40582,0,1,Own,20138,10/13/2015,Tuesday,Local,0,0.0,95,Broker,1,4956.355427,10.0,Compact,16918.706869999998,black,17649.877969999998,0
25645,42,F,1.0,68,37384,1,1,Own,50056,1/13/2015,Tuesday,Highway,0,1.0,76,Broker,1,3098.190663,6.0,Compact,7392.319775,blue,16995.788480000003,0
13903,36,M,1.0,73,35832,1,0,Rent,15007,10/31/2016,Monday,Local,0,0.0,73,Broker,1,5499.5280490000005,7.0,Compact,15519.93899,red,35047.79662,0
14088,50,M,1.0,70,39111,0,0,Rent,20135,11/8/2016,Tuesday,Highway,0,0.0,50,Broker,1,5327.613507,7.0,Compact,35839.88992,gray,43076.87319,0
28816,35,M,0.0,67,35557,1,1,Own,50054,8/2/2015,Sunday,Local,0,1.0,53,Broker,0,9832.967948,5.0,Medium,44154.87616,black,17557.72576,0
22129,36,M,0.0,96,35838,0,0,Own,85082,7/31/2015,Friday,Local,0,1.0,17,Broker,0,6035.942494,4.0,Medium,36957.48597,white,28649.81505,0
5324,72,M,1.0,85,42766,1,0,Rent,80103,11/20/2015,Friday,Local,1,0.0,84,Broker,1,4102.402589,3.0,Large,36988.09897,blue,8939.677263,0
8780,34,M,1.0,60,35253,0,0,Rent,85077,1/8/2015,Thursday,Local,0,0.0,83,Broker,0,4058.557129,5.0,Compact,17513.98749,red,16677.8408,0
22412,37,F,1.0,73,36108,1,1,Own,85033,9/11/2016,Sunday,Local,0,1.0,0,Broker,0,3308.084506,5.0,Compact,33585.716660000006,red,16159.33585,0
9867,37,M,0.0,93,36112,1,1,Rent,20163,2/14/2015,Saturday,Local,4,1.0,44,Broker,1,6388.62927,3.0,Medium,38849.89648,blue,11154.76204,0
3053,77,M,0.0,80,43442,0,0,Own,50049,3/6/2015,Friday,Highway,0,1.0,61,Broker,1,5284.425074,0.0,Large,42222.66344,silver,39606.127510000006,0
2042,51,M,1.0,95,39330,1,1,Own,80005,2/22/2015,Sunday,Local,0,0.0,8,Broker,1,8699.553823,7.0,Medium,15319.52286,red,26684.67867,0
16352,67,F,1.0,77,42041,1,0,Own,20112,6/5/2016,Sunday,Parking Lot,0,0.0,51,Broker,1,6151.110648,8.0,Large,24497.64564,silver,19736.33842,0
12412,40,M,0.0,41,36900,1,1,Own,85046,4/14/2016,Thursday,Local,0,0.0,54,Broker,1,5759.277357,6.0,Large,5565.780699,black,16866.490859999998,0
1384,59,F,1.0,77,40786,1,1,Rent,20130,11/3/2015,Tuesday,Parking Lot,0,0.0,5,Phone,0,8108.881890000001,4.0,Large,18104.49082,silver,18404.2049,0
9296,62,F,1.0,69,41279,1,1,Rent,15017,5/19/2016,Thursday,Local,0,0.0,51,Broker,0,4048.915947,4.0,Large,45646.27659,black,24838.95123,0
13877,30,F,1.0,45,34012,1,1,Rent,80034,6/15/2015,Monday,Parking Lot,0,0.0,99,Phone,0,2767.164982,6.0,Compact,27186.38313,white,13171.88171,0
21583,46,F,0.0,84,38289,1,1,Own,80002,10/27/2015,Tuesday,Local,0,0.0,12,Phone,0,4691.006306,2.0,Medium,11649.50497,silver,27176.45803,0
17469,49,F,0.0,74,38924,0,1,Own,20128,1/17/2016,Sunday,Local,0,0.0,95,Phone,0,4123.405471,2.0,Compact,28421.16969,other,17684.82355,0
4643,29,M,1.0,54,33675,1,0,Rent,50040,9/14/2016,Wednesday,Local,2,0.0,31,Phone,1,3204.890875,7.0,Compact,35488.07516,other,55337.28039,0
18516,37,F,1.0,73,36103,1,1,Own,80003,9/10/2016,Saturday,Highway,0,1.0,16,Broker,1,2633.61308,4.0,Large,21093.76843,red,18585.62125,0
6487,45,M,1.0,81,38063,0,0,Own,15035,5/8/2015,Friday,Parking Lot,0,0.0,97,Broker,0,5131.726111,7.0,Compact,12752.01935,blue,18031.58128,0
18606,50,F,1.0,55,39120,0,0,Rent,15044,1/1/2016,Friday,Parking Lot,0,0.0,30,Phone,0,1717.9810079999995,4.0,Compact,11088.39877,gray,15974.07857,0
27607,37,M,1.0,91,36114,1,0,Own,50012,4/1/2015,Wednesday,Local,3,1.0,69,Broker,1,4844.761691,5.0,Medium,42113.23784,white,33758.959010000006,0
1733,50,M,0.0,90,39134,0,0,Rent,80003,1/1/2015,Thursday,Local,0,0.0,50,Broker,0,5140.313125,14.0,Compact,39064.32715,gray,9088.166699,0
27089,37,M,1.0,71,36109,1,1,Own,50022,5/30/2015,Saturday,Highway,2,1.0,71,Phone,1,2666.13113,4.0,Large,17107.3727,black,9175.218387,0
27949,66,M,1.0,69,41902,0,1,Own,20116,8/31/2016,Wednesday,Local,0,0.0,61,Broker,0,3867.66718,5.0,Compact,11017.01547,other,29939.97467,0
8245,26,F,1.0,85,32599,0,0,Rent,50031,10/2/2016,Sunday,Local,0,0.0,98,Online,1,6458.996402000001,3.0,Large,47541.46504,white,8017.135362000001,0
28031,53,F,1.0,45,39701,1,0,Rent,85070,1/11/2015,Sunday,Parking Lot,1,0.0,6,Broker,1,6867.672261,4.0,Compact,37168.68911,gray,6694.128767,0
7900,38,F,1.0,66,36372,0,1,Rent,20103,11/10/2016,Thursday,Highway,0,0.0,3,Broker,1,6510.623424,8.0,Medium,44841.19236,gray,43131.93249,0
21280,53,M,0.0,77,39711,0,1,Own,50047,8/8/2016,Monday,Parking Lot,0,1.0,50,Phone,0,3364.501066,8.0,Compact,19400.87531,silver,26624.63766,0
26395,42,M,0.0,88,37398,1,0,Own,50002,5/9/2016,Monday,Parking Lot,0,,50,Broker,0,3453.449635,2.0,Compact,30478.15676,blue,32953.5455,0
23277,60,F,0.0,91,40942,0,1,Own,20158,12/25/2015,Friday,Parking Lot,0,0.0,1,Online,1,6005.013694,3.0,Compact,34890.16633,black,24612.3083,0
20463,26,M,1.0,64,32578,1,1,Rent,85042,5/11/2016,Wednesday,Parking Lot,3,0.0,80,Online,1,6317.482337,6.0,Medium,18076.99989,black,32004.0663,0
15495,34,M,1.0,83,35262,1,0,Own,15021,2/24/2015,Tuesday,Parking Lot,0,0.0,96,Broker,1,3962.803929,6.0,Medium,8782.936607,white,21790.56812,0
6493,37,F,1.0,90,36105,1,1,Rent,15021,3/26/2016,Saturday,Highway,0,0.0,86,Online,1,4353.21984,4.0,Compact,10739.91313,blue,28277.45464,0
24467,35,M,0.0,74,35537,1,1,Own,20160,7/23/2015,Thursday,Local,0,0.0,88,Phone,1,6123.606235,3.0,Medium,35405.132139999994,silver,24242.01953,0
17212,55,F,0.0,98,40075,1,1,Rent,85079,6/15/2015,Monday,Local,0,0.0,4,Phone,0,7797.32152,5.0,Large,38431.85546,silver,29886.33227,0
5597,52,M,1.0,72,39507,1,1,Own,20135,11/9/2016,Wednesday,Local,0,0.0,74,Broker,0,1236.930807,1.0,Compact,9112.779188,blue,34562.83458,0
22154,45,M,0.0,87,38073,1,1,Rent,15033,10/28/2015,Wednesday,Highway,0,0.0,21,Broker,0,3409.9059450000004,7.0,Medium,30020.42265,black,30457.74745,0
929,39,M,0.0,93,36642,0,1,Own,50013,11/29/2015,Sunday,Local,1,0.0,2,Broker,0,3999.25891,5.0,Compact,23933.64458,black,15209.10224,0
18415,62,M,0.0,53,41275,0,1,Own,80022,6/3/2015,Wednesday,Highway,0,0.0,61,Phone,1,4209.878122,6.0,Compact,50561.56605,other,20662.32325,0
22321,42,F,0.0,73,37372,1,1,Own,85066,9/9/2015,Wednesday,Local,1,1.0,23,Broker,1,2644.971368,5.0,Compact,26721.69664,red,26287.0009,0
21532,37,F,1.0,65,36104,1,1,Rent,80003,12/30/2016,Friday,Parking Lot,0,0.0,92,Phone,0,3663.214317,2.0,Compact,35827.4957,other,19074.84862,0
997,22,M,0.0,92,30917,1,1,Rent,15030,9/23/2015,Wednesday,Parking Lot,1,0.0,77,Phone,0,1288.585997,5.0,Large,26656.48781,red,16058.65918,0
20800,47,M,1.0,87,38518,1,0,Rent,80003,2/11/2015,Wednesday,Local,0,0.0,24,Broker,0,4872.300028000001,4.0,Large,14034.56355,silver,33461.52304,0
4584,36,M,1.0,89,35839,1,0,Rent,20140,4/7/2015,Tuesday,Highway,0,1.0,94,Phone,1,6649.069786,3.0,Compact,22846.90411,blue,29427.003060000003,0
15996,68,M,0.0,55,42193,1,1,Own,80014,2/17/2015,Tuesday,Local,0,0.0,33,Phone,0,8115.975785,8.0,Large,14485.79161,black,5322.543239,0
2944,40,F,1.0,58,36895,1,0,Own,15025,6/3/2015,Wednesday,Local,0,0.0,9,Broker,0,4547.446633,6.0,Medium,23255.08292,gray,10987.78913,0
23748,57,M,1.0,88,40452,1,0,Rent,80022,1/31/2015,Saturday,Highway,0,1.0,46,Phone,0,3326.357544,5.0,Large,33592.76456,silver,52911.77381,0
9286,25,M,0.0,60,32183,0,1,Rent,85030,5/19/2015,Tuesday,Parking Lot,1,0.0,86,Online,1,5596.775033,5.0,Compact,59395.86083,red,17172.09239,0
21754,52,M,1.0,88,39525,0,1,Rent,50011,10/17/2016,Monday,Highway,0,1.0,4,Broker,1,5491.005639999999,4.0,Medium,32985.78414,white,18706.82589,0
23531,38,F,1.0,95,36368,0,0,Rent,20120,5/19/2015,Tuesday,Local,0,1.0,98,Broker,0,6384.156952,2.0,Large,51475.24919,white,11481.85772,0
17245,61,M,0.0,66,41106,1,1,Own,80037,3/18/2015,Wednesday,Local,0,0.0,54,Phone,1,3638.915343,2.0,Large,14015.255330000002,blue,9572.24592,0
10830,50,M,1.0,64,39118,1,1,Rent,85035,5/30/2016,Monday,Parking Lot,0,0.0,82,Phone,0,10904.26977,7.0,Compact,34300.11604,other,8217.025586,0
20813,40,M,1.0,47,36897,1,0,Own,15001,6/29/2015,Monday,Parking Lot,0,,93,Broker,1,6939.392879999999,4.0,Compact,29821.52541,blue,8531.613179,0
2747,30,M,1.0,59,34014,1,0,Own,80038,2/14/2015,Saturday,Local,2,0.0,71,Broker,1,6546.862995,3.0,Large,22755.63269,red,12434.71258,0
8476,50,M,1.0,84,39141,0,1,Own,15032,8/7/2015,Friday,Parking Lot,0,1.0,42,Broker,1,1582.4951199999998,8.0,Large,12084.03508,silver,42536.55209,0
12024,52,F,1.0,59,39500,0,0,Own,80005,7/14/2015,Tuesday,Local,0,0.0,73,Broker,0,2813.321663,6.0,Medium,17188.68494,black,16731.4669,0
9358,26,M,1.0,75,32577,1,0,Own,50034,1/11/2016,Monday,Local,0,1.0,62,Online,1,4128.957386,4.0,Medium,27444.47914,black,59880.267510000005,0
16845,39,M,0.0,91,36623,1,1,Own,80014,6/29/2015,Monday,Highway,0,0.0,84,Phone,1,8868.921461,4.0,Compact,26555.00169,silver,22744.80925,0
7473,43,F,1.0,70,37613,1,1,Rent,15001,10/21/2015,Wednesday,Parking Lot,0,0.0,2,Broker,1,2550.030672,3.0,Medium,40493.0912,white,43898.358360000006,0
20766,40,M,1.0,52,36880,0,0,Rent,15012,1/17/2016,Sunday,Parking Lot,1,0.0,28,Broker,0,5553.387123,4.0,Large,11268.4441,white,9097.011779,0
1790,54,F,1.0,59,39894,1,1,Own,85002,10/10/2016,Monday,Local,0,1.0,56,Phone,1,5177.616569,3.0,Medium,26295.2298,silver,17025.62604,0
27803,42,M,0.0,58,37384,0,0,Rent,15024,3/1/2016,Tuesday,Highway,0,0.0,30,Phone,1,5811.008064,5.0,Compact,15088.87862,black,11385.44928,0
18479,36,F,1.0,90,35848,1,1,Own,20163,11/26/2016,Saturday,Local,0,1.0,77,Online,1,1558.533576,6.0,Compact,9169.833487,silver,12526.53022,0
21029,45,M,1.0,86,38050,1,0,Own,15009,6/17/2015,Wednesday,Highway,0,0.0,12,Broker,0,2789.5016,4.0,Large,18347.39291,white,20905.23229,0
17798,25,M,1.0,66,32205,1,1,Rent,20136,1/22/2015,Thursday,Parking Lot,0,0.0,4,Online,1,5625.535025,3.0,Large,17768.534340000002,blue,34338.8619,0
11640,61,F,0.0,93,41099,1,1,Rent,85007,2/26/2016,Friday,Local,0,0.0,22,Broker,0,3928.135276,5.0,Large,30292.903110000003,red,19259.83432,0
2849,41,M,1.0,50,37149,0,0,Own,80015,1/24/2015,Saturday,Local,0,0.0,88,Phone,0,2969.151363,5.0,Compact,40706.44774,white,26886.78448,0
14056,49,M,1.0,38,38931,1,0,Own,80005,1/31/2016,Sunday,Local,1,0.0,27,Broker,1,1687.7452629999998,4.0,Large,21622.40716,white,10343.33912,0
16271,47,F,1.0,81,38501,0,1,Rent,85073,2/25/2016,Thursday,Highway,0,1.0,51,Phone,1,5404.752493,6.0,Compact,23242.78263,other,10420.05377,0
3879,37,F,0.0,94,36105,0,1,Own,15025,12/25/2016,Sunday,Parking Lot,0,0.0,50,Broker,0,3087.417098,8.0,Large,15229.52863,red,19263.01904,0
28659,32,F,1.0,58,34660,1,1,Own,20135,10/20/2016,Thursday,Local,0,1.0,98,Phone,0,1822.9299,1.0,Large,20976.99882,black,33894.30114,0
23664,53,M,0.0,88,39717,1,1,Rent,50013,2/22/2015,Sunday,Local,0,1.0,0,Broker,0,2490.086982,7.0,Large,13638.87576,blue,23831.03643,0
29336,35,M,1.0,89,35548,1,0,Own,20165,8/16/2016,Tuesday,Parking Lot,0,0.0,15,Online,0,9545.579203,6.0,Compact,18777.66214,other,6478.291659,0
4253,40,M,1.0,70,36881,1,1,Rent,80013,10/28/2015,Wednesday,Local,0,1.0,93,Broker,1,2682.205156,4.0,Large,17026.445340000002,gray,38823.97979,0
18857,20,F,1.0,81,29974,0,1,Rent,50039,12/16/2016,Friday,Parking Lot,1,0.0,88,Online,0,4743.185296,2.0,Large,24951.17299,blue,36588.8056,0
28308,39,F,1.0,79,36627,1,0,Rent,85036,7/23/2016,Saturday,Parking Lot,2,0.0,100,Phone,1,1896.449196,2.0,Compact,7662.169278,black,37392.283910000006,0
24122,44,M,0.0,92,37860,1,0,Own,50052,8/6/2016,Saturday,Local,0,0.0,3,Broker,0,5515.129343,4.0,Medium,29836.00028,gray,13966.01544,0
22545,62,F,1.0,95,41267,1,0,Own,80024,1/26/2016,Tuesday,Parking Lot,0,0.0,97,Broker,1,4302.523651,8.0,Compact,42084.53408,black,66189.15978999999,0
27188,39,F,1.0,94,36636,1,1,Rent,80011,10/3/2016,Monday,Parking Lot,1,0.0,10,Broker,0,6917.510939,2.0,Large,29863.58195,red,23383.61579,0
25104,50,M,0.0,69,39108,1,0,Rent,50013,10/24/2015,Saturday,Local,1,0.0,77,Phone,1,3030.47549,3.0,Large,14024.809769999998,blue,15940.4245,0
